cocktail1,cocktail1freq,cocktail2,cocktail2freq,cocktail3,cocktail3freq,cocktail4,cocktail4freq,cocktail5,cocktail5freq
,,cocktail listen,1.0,cigar cocktail,1.0,cocktail lemon,2.0,cocktail bacon,2
,,present cocktail,1.0,cocktail heinous,1.0,disappoint cocktail,2.0,cocktail issu,2
,,cocktail contain,1.0,cocktail wo,1.0,line cocktail,2.0,cocktail astound,2
,,cocktail dirti,1.0,groni cocktail,1.0,notaddbett notaddcocktail,2.0,oz cocktail,2
,,cocktail medium,1.0,cocktail bombay,1.0,steep cocktail,2.0,fresca cocktail,2
,,casino cocktail,1.0,top cocktail,1.0,cocktail extrem,2.0,cocktail indulg,2
,,sunris cocktail,1.0,plan cocktail,1.0,notaddnight cocktail,2.0,cocktail join,2
,,fourth cocktail,1.0,cocktail notaddtyp,1.0,cocktail catch,2.0,cocktail octopus,2
,,cocktail saw,1.0,notaddf notaddcocktail,1.0,scotch cocktail,2.0,generous cocktail,2
,,cocktail boyfriend,1.0,notaddcocktail notaddalway,1.0,cocktail mood,2.0,walk cocktail,2
,,boyfriend cocktail,1.0,extens cocktail,1.0,giant cocktail,2.0,cocktail mind,2
,,cocktail three,1.0,cocktail percent,1.0,cocktail review,2.0,cocktail opinion,2
,,punch cocktail,1.0,spent cocktail,1.0,random cocktail,2.0,play cocktail,2
,,cocktail tremend,1.0,cocktail asian,1.0,cocktail year,2.0,cocktail dj,2
,,cocktail quench,1.0,mezcal cocktail,1.0,cruis cocktail,2.0,notaddcocktail notaddw,2
,,iguana cocktail,1.0,decad cocktail,1.0,greet cocktail,2.0,brought cocktail,2
,,cocktail kahunavill,1.0,cocktail cotton,1.0,cocktail yum,2.0,caipirinha cocktail,2
,,astonish cocktail,1.0,cocktail difficult,1.0,detail cocktail,2.0,cocktail wide,2
,,recommend cocktail,1.0,homemad cocktail,1.0,rye cocktail,2.0,samurai cocktail,2
,,realli cocktail,1.0,ideal cocktail,1.0,cocktail classic,2.0,mojito cocktail,2
,,cocktail eh,1.0,notaddcr cocktail,1.0,cocktail gotten,2.0,stuf cocktail,2
,,weak cocktail,1.0,appear cocktail,1.0,cocktail date,2.0,focus cocktail,2
,,cocktail right,1.0,cocktail spoon,1.0,cocktail whiskey,2.0,notaddcocktail notaddserv,2
,,convers cocktail,1.0,noir cocktail,1.0,cocktail rare,2.0,lavend cocktail,2
,,cocktail chili,1.0,cocktail has,1.0,cocktail tour,2.0,cocktail past,2
,,broom cocktail,1.0,cocktail hostess,1.0,tail cocktail,2.0,year cocktail,2
,,entertain cocktail,1.0,cocktail con,1.0,sad cocktail,2.0,cocktail practic,2
,,perform cocktail,1.0,cocktail unavail,1.0,page cocktail,2.0,cocktail wagyu,2
,,cocktail uniqu,1.0,notaddcocktail notaddher,1.0,cocktail dish,2.0,explor cocktail,2
,,cod cocktail,1.0,cocktail walk,1.0,american cocktail,2.0,see cocktail,2
,,cocktail crab,1.0,effect cocktail,1.0,rate cocktail,2.0,cocktail frank,2
,,describ cocktail,1.0,notaddthi notaddcocktail,1.0,cocktail separ,2.0,penicillin cocktail,2
,,cocktail bother,1.0,notaddcocktail notaddagain,1.0,cut cocktail,2.0,cocktail sea,2
,,made notaddcocktail,1.0,waitress cocktail,1.0,cocktail shot,2.0,tip cocktail,2
,,notaddcocktail boo,1.0,cocktail tart,1.0,cocktail knew,2.0,mexican cocktail,2
,,cocktail crappi,1.0,cocktail speakeasi,1.0,cocktail bonus,2.0,pool cocktail,2
,,jungl cocktail,1.0,question cocktail,1.0,cocktail mine,2.0,cocktail plate,2
,,cocktail entre,1.0,spend cocktail,1.0,cocktail plus,2.0,cocktail water,2
,,fruit cocktail,1.0,venu cocktail,1.0,give cocktail,2.0,cocktail citi,2
,,scalabl cocktail,1.0,esqu cocktail,1.0,cocktail reserv,2.0,bj cocktail,2
,,cocktail requir,1.0,liquor cocktail,1.0,cocktail version,2.0,cocktail caipirinha,2
,,cocktail work,1.0,apiec cocktail,1.0,cocktail bread,2.0,cabana cocktail,2
,,lemmon cocktail,1.0,cocktail contain,1.0,cocktail scotch,2.0,lemonad cocktail,2
,,cocktail greyhound,1.0,cocktail main,1.0,cocktail boy,2.0,cocktail pour,2
,,island cocktail,1.0,cocktail breweri,1.0,slushi cocktail,2.0,cocktail plenti,2
,,appropri cocktail,1.0,cocktail kiss,1.0,cocktail insid,2.0,cocktail overpr,2
,,cocktail unfortun,1.0,cocktail zesti,1.0,cocktail met,2.0,cocktail corn,2
,,mill cocktail,1.0,zesti cocktail,1.0,cocktail handcraft,2.0,menus cocktail,2
,,cocktail justifi,1.0,notaddcocktail notaddfrom,1.0,coconut cocktail,2.0,cocktail turn,2
,,hailey cocktail,1.0,cocktail rotten,1.0,open cocktail,2.0,manag cocktail,2
,,cocktail bottom,1.0,innov cocktail,1.0,overs cocktail,2.0,cocktail thai,2
,,regular cocktail,1.0,notaddcam cocktail,1.0,cocktail individu,2.0,sprout cocktail,2
,,cocktail four,1.0,cocktail par,1.0,care cocktail,2.0,watermelon cocktail,2
,,cocktail mixologist,1.0,cocktail wedg,1.0,cocktail frozen,2.0,cocktail begin,2
,,notaddcocktail notaddand,1.0,cocktail fanciest,1.0,cocktail prior,2.0,notaddcocktail notaddeith,2
,,cocktail whuuuuut,1.0,cocktail rye,1.0,guarante cocktail,2.0,cocktail ladi,2
,,cocktail pass,1.0,veggi cocktail,1.0,cocktail darl,2.0,notaddanoth notaddcocktail,2
,,notaddcocktail notadda,1.0,cocktail talk,1.0,cocktail vibe,2.0,cocktail street,2
,,notaddwif cocktail,1.0,cocktail tennesse,1.0,cocktail mint,2.0,cocktail cold,2
,,cocktail perfect,1.0,cocktail appar,1.0,cocktail seven,2.0,collin cocktail,2
,,notaddgreat cocktail,1.0,andrew cocktail,1.0,cocktail modern,2.0,cap cocktail,2
,,downstair cocktail,1.0,product cocktail,1.0,choos cocktail,2.0,term cocktail,2
,,cocktail check,1.0,cocktail requir,1.0,spend cocktail,2.0,cocktail rather,2
,,cocktail dayb,1.0,cocktail free,1.0,tuesday cocktail,2.0,cocktail hidden,2
,,notaddr notaddcocktail,1.0,cocktail pizza,1.0,cocktail recept,2.0,cocktail precis,2
,,notaddcocktail said,1.0,poor cocktail,1.0,lot cocktail,2.0,cocktail tuna,2
,,side cocktail,1.0,cocktail especi,1.0,cocktail except,2.0,omg cocktail,2
,,cocktail present,1.0,explain cocktail,1.0,cocktail qualiti,2.0,cocktail discount,2
,,cocktail readi,1.0,stack cocktail,1.0,cocktail toki,2.0,tastiest cocktail,2
,,cocktail mmmmm,1.0,cocktail notaddimpress,1.0,cocktail provid,2.0,cocktail care,2
,,notaddcocktail ahi,1.0,cocktail find,1.0,cocktail fruiti,2.0,cocktail tropic,2
,,cocktail drinker,1.0,juici cocktail,1.0,mezcal cocktail,2.0,notaddbest notaddcocktail,2
,,cocktail rose,1.0,cocktail oz,1.0,larg cocktail,2.0,italian cocktail,2
,,poolsid cocktail,1.0,cocktail finish,1.0,cocktail studi,2.0,cocktail sooo,2
,,cocktail speak,1.0,movi cocktail,1.0,notaddcocktail notadduntil,2.0,cocktail quiet,2
,,alfredo cocktail,1.0,cocktail kind,1.0,cocktail soooo,2.0,cocktail breakfast,2
,,cocktail margarita,1.0,drank cocktail,1.0,art cocktail,2.0,besid cocktail,2
,,tough cocktail,1.0,cocktail began,1.0,lie cocktail,2.0,run cocktail,2
,,cocktail balanc,1.0,krab cocktail,1.0,flag cocktail,2.0,ton cocktail,2
,,let cocktail,1.0,notaddcocktail realiz,1.0,mini cocktail,1.0,cocktail elev,2
,,ambient cocktail,1.0,cocktail patienc,1.0,mint cocktail,1.0,notaddgrab notaddcocktail,2
,,cocktail middl,1.0,virgin cocktail,1.0,cocktail temper,1.0,give cocktail,2
,,espresso cocktail,1.0,cocktail sloth,1.0,profici cocktail,1.0,wed cocktail,2
,,asid cocktail,1.0,thunk cocktail,1.0,notaddspeci notaddcocktail,1.0,cocktail travel,2
,,cocktail ad,1.0,cocktail front,1.0,flamingo cocktail,1.0,cocktail speakeasi,2
,,cocktail charg,1.0,cocktail nosh,1.0,shook cocktail,1.0,cocktail reserv,2
,,cocktail chewi,1.0,cocktail mediocr,1.0,acai cocktail,1.0,thyme cocktail,2
,,cocktail par,1.0,basi cocktail,1.0,duti cocktail,1.0,cocktail finish,2
,,cocktail joint,1.0,cocktail feel,1.0,notaddcocktail specialti,1.0,cocktail piano,2
,,everi cocktail,1.0,notaddcut cocktail,1.0,although cocktail,1.0,stiff cocktail,2
,,machin cocktail,1.0,mimosa cocktail,1.0,cocktail twice,1.0,cocktail april,2
,,treat cocktail,1.0,platter cocktail,1.0,cafe cocktail,1.0,cocktail south,2
,,cocktail lick,1.0,leather cocktail,1.0,notaddjuic cocktail,1.0,cocktail kinda,2
,,happi cocktail,1.0,cocktail notaddment,1.0,notaddmargerita cocktail,1.0,stuck cocktail,2
,,cocktail sophia,1.0,sat cocktail,1.0,mouth cocktail,1.0,cocktail btw,2
,,craft notaddcocktail,1.0,amber cocktail,1.0,cocacola cocktail,1.0,dollar cocktail,2
,,cocktail maker,1.0,cocktail regular,1.0,cocktail notaddpepsi,1.0,cocktail gotta,2
,,,,expans cocktail,1.0,die cocktail,1.0,cocktail win,2
,,,,derbi cocktail,1.0,cocktail yay,1.0,cocktail hookah,2
,,,,cocktail whiskey,1.0,notaddhigh cocktail,1.0,descript cocktail,2
,,,,cocktail issu,1.0,program cocktail,1.0,comfi cocktail,2
,,,,cocktail monster,1.0,cocktail truli,1.0,cocktail sugar,2
,,,,notaddcocktail get,1.0,notaddcocktail notadddrink,1.0,cocktail bound,2
,,,,notaddvodka notaddcocktail,1.0,mind cocktail,1.0,revamp cocktail,2
,,,,notaddcocktail notaddso,1.0,cocktail perch,1.0,busser cocktail,2
,,,,die cocktail,1.0,contain cocktail,1.0,notaddthat cocktail,2
,,,,cocktail haben,1.0,cocktail roll,1.0,cocktail mandarin,2
,,,,earli cocktail,1.0,popular cocktail,1.0,cocktail social,2
,,,,cocktail rest,1.0,cocktail els,1.0,cocktail odd,2
,,,,impecc cocktail,1.0,recip cocktail,1.0,cocktail mood,2
,,,,cocktail steak,1.0,profession cocktail,1.0,tri notaddcocktail,2
,,,,cocktail drop,1.0,rack cocktail,1.0,notaddeith cocktail,2
,,,,cocktail spot,1.0,cocktail dissapoint,1.0,cocktail inform,2
,,,,cocktail older,1.0,kick cocktail,1.0,cocktail eleg,2
,,,,googl cocktail,1.0,lough cocktail,1.0,swanki cocktail,2
,,,,cocktail decad,1.0,cocktail wur,1.0,tell cocktail,2
,,,,treat cocktail,1.0,cocktail notaddsom,1.0,cocktail prohibit,2
,,,,cocktail absinth,1.0,cocktail oz,1.0,cocktail million,2
,,,,rate cocktail,1.0,cocktail jameson,1.0,cocktail locat,2
,,,,cocktail notaddon,1.0,freshen cocktail,1.0,cocktail clear,2
,,,,notaddfun notaddcocktail,1.0,cocktail busi,1.0,bonus cocktail,2
,,,,notaddcocktail notaddshow,1.0,numer cocktail,1.0,room cocktail,2
,,,,cocktail histor,1.0,manag cocktail,1.0,leaf cocktail,2
,,,,cocktail riesl,1.0,notaddradar cocktail,1.0,cocktail singl,2
,,,,cucumb cocktail,1.0,fantast nucocktail,1.0,practic cocktail,2
,,,,cocktail fabul,1.0,nucocktail has,1.0,took cocktail,2
,,,,phenomen cocktail,1.0,notaddwhen notaddcocktail,1.0,notaddthes notaddcocktail,2
,,,,cocktail avant,1.0,equival cocktail,1.0,cocktail ate,2
,,,,slow cocktail,1.0,nutrit cocktail,1.0,cocktail guzzl,2
,,,,begin cocktail,1.0,rancher cocktail,1.0,tap cocktail,2
,,,,cocktail craft,1.0,cocktail member,1.0,cocktail bright,2
,,,,mind cocktail,1.0,notaddcocktail loung,1.0,cocktail comfi,2
,,,,notaddcocktail notaddcost,1.0,notaddcocktail mani,1.0,notaddnew notaddcocktail,2
,,,,cocktail tab,1.0,cocktail judg,1.0,cocktail slowli,2
,,,,cocktail deal,1.0,vention cocktail,1.0,cocktail intim,2
,,,,appl cocktail,1.0,cocktail prosecco,1.0,cocktail typic,2
,,,,cocktail surpris,1.0,cocktail poor,1.0,festiv cocktail,2
,,,,respond cocktail,1.0,bought cocktail,1.0,glad cocktail,2
,,,,prohibit cocktail,1.0,mixx cocktail,1.0,cocktail delic,2
,,,,cocktail blood,1.0,cocktail rather,1.0,bespok cocktail,2
,,,,expect cocktail,1.0,cocktail gone,1.0,pop cocktail,2
,,,,ever cocktail,1.0,cuisin cocktail,1.0,cocktail craftsman,2
,,,,notaddd cocktail,1.0,cocktail wrap,1.0,notaddcocktail notaddmix,2
,,,,cocktail caviar,1.0,cumber cocktail,1.0,cocktail crowd,2
,,,,caviar cocktail,1.0,cocktail japan,1.0,cocktail notaddto,2
,,,,terrif cocktail,1.0,japan cocktail,1.0,receiv cocktail,2
,,,,cocktail pepino,1.0,cocktail sec,1.0,cocktail omg,2
,,,,ate cocktail,1.0,patron cocktail,1.0,cocktail mother,2
,,,,cold cocktail,1.0,common cocktail,1.0,notaddcocktail favorit,2
,,,,form cocktail,1.0,super cocktail,1.0,game cocktail,2
,,,,cocktail larg,1.0,advic cocktail,1.0,foam cocktail,2
,,,,cocktail meh,1.0,cocktail jam,1.0,cup cocktail,2
,,,,wonder cocktail,1.0,notaddstarv cocktail,1.0,blackberri cocktail,2
,,,,notaddcocktail notadddespit,1.0,plenti cocktail,1.0,cocktail skill,2
,,,,cocktail brandi,1.0,cocktail ultim,1.0,plenti cocktail,2
,,,,huckleberri cocktail,1.0,bowl cocktail,1.0,wood cocktail,2
,,,,cocktail truli,1.0,drawback cocktail,1.0,gourmet cocktail,2
,,,,eat cocktail,1.0,cocktail listen,1.0,cocktail normal,2
,,,,cocktail night,1.0,cocktail art,1.0,cocktail entir,2
,,,,cocktail serrano,1.0,cocktail bat,1.0,cocktail video,2
,,,,notaddplac cocktail,1.0,heaven cocktail,1.0,cocktail low,2
,,,,cocktail ounc,1.0,cocktail author,1.0,cocktail mimosa,2
,,,,cocktail joy,1.0,notaddloud cocktail,1.0,cocktail brussel,2
,,,,unheard cocktail,1.0,larger cocktail,1.0,poker cocktail,2
,,,,cocktail state,1.0,hot cocktail,1.0,pizza cocktail,2
,,,,alcohol cocktail,1.0,guava cocktail,1.0,cocktail pick,2
,,,,notaddcocktail wine,1.0,nasti cocktail,1.0,cocktail compliment,2
,,,,way cocktail,1.0,cocktail flamingo,1.0,pasta cocktail,2
,,,,collin cocktail,1.0,tom cocktail,1.0,guy cocktail,2
,,,,cocktail bibl,1.0,cocktail linq,1.0,cocktail chop,2
,,,,notaddin notaddcocktail,1.0,cocktail ie,1.0,cocktail within,2
,,,,dollar cocktail,1.0,cucumelon cocktail,1.0,cocktail margarita,2
,,,,notaddpremium notaddcocktail,1.0,cocktail effen,1.0,cocktail tlc,2
,,,,cocktail fortun,1.0,cocktail righti,1.0,scallop cocktail,2
,,,,cocktail dw,1.0,cocktail satisfi,1.0,eye cocktail,2
,,,,cocktail pear,1.0,complimentri cocktail,1.0,cocktail combin,2
,,,,usual cocktail,1.0,patio cocktail,1.0,cocktail page,2
,,,,besid cocktail,1.0,mare cocktail,1.0,cocktail grab,2
,,,,li cocktail,1.0,cocktail color,1.0,pimm cocktail,2
,,,,notaddcocktail vibe,1.0,advis cocktail,1.0,cocktail rough,2
,,,,cocktail julio,1.0,cocktail austrian,1.0,trip cocktail,2
,,,,cocktail tend,1.0,cupp cocktail,1.0,notut cocktail,2
,,,,cocktail frequent,1.0,lavend cocktail,1.0,cocktail complimentari,2
,,,,notaddrum notaddcocktail,1.0,cocktail delight,1.0,cocktail detail,2
,,,,notaddcocktail whether,1.0,tai cocktail,1.0,cocktail fill,2
,,,,cocktail chop,1.0,sofa cocktail,1.0,cocktail throughout,2
,,,,bowl cocktail,1.0,cocktail jaleo,1.0,cocktail purchas,2
,,,,dragon cocktail,1.0,doubl cocktail,1.0,sangria cocktail,2
,,,,cocktail notaddani,1.0,potstick cocktail,1.0,cocktail brought,2
,,,,cocktail wonder,1.0,cocktail complex,1.0,plan cocktail,2
,,,,cocktail classic,1.0,cocktail spaghetti,1.0,multipl cocktail,2
,,,,cocktail smaller,1.0,cocktail hor,1.0,cocktail smooth,2
,,,,modern cocktail,1.0,bass cocktail,1.0,cocktail tostada,2
,,,,raid cocktail,1.0,notaddsimilar notaddcocktail,1.0,notaddmi notaddcocktail,2
,,,,notaddflight cocktail,1.0,notaddcocktail notaddelsewher,1.0,cocktail non,2
,,,,cocktail pack,1.0,cocktail spirit,1.0,funni cocktail,2
,,,,cocktail horrid,1.0,vicious cocktail,1.0,environ cocktail,2
,,,,notaddcocktail tri,1.0,cocktail near,1.0,steal cocktail,2
,,,,cocktail seen,1.0,footbal cocktail,1.0,cocktail crispi,2
,,,,short cocktail,1.0,cocktail given,1.0,rock cocktail,2
,,,,steak cocktail,1.0,cocktail meet,1.0,cocktail gratuiti,2
,,,,afteral cocktail,1.0,heel cocktail,1.0,notadddelici notaddcocktail,2
,,,,bulleitproff cocktail,1.0,ginza cocktail,1.0,cocktail blackberri,2
,,,,cocktail tremend,1.0,cocktail card,1.0,cocktail later,2
,,,,notaddsom notaddcocktail,1.0,caparina cocktail,1.0,cocktail french,2
,,,,notaddcocktail hope,1.0,track cocktail,1.0,cocktail scrumptious,2
,,,,jungl cocktail,1.0,notaddmajest notaddcocktail,1.0,deal cocktail,2
,,,,cocktail enthusiast,1.0,cocktail bigger,1.0,notaddcocktail notaddsauc,2
,,,,feb cocktail,1.0,cocktail flight,1.0,cocktail celeri,2
,,,,cocktail request,1.0,play cocktail,1.0,yum cocktail,2
,,,,cocktail innov,1.0,notaddb cocktail,1.0,cocktail notaddhug,2
,,,,cocktail breakfast,1.0,lunchtim cocktail,1.0,stick cocktail,2
,,,,cocktail venu,1.0,cocktail suarcan,1.0,paloma cocktail,2
,,,,notaddenjoy notaddcocktail,1.0,speak cocktail,1.0,inform cocktail,2
,,,,notaddoutrag cocktail,1.0,cocktail ponder,1.0,bore cocktail,2
,,,,cocktail liquor,1.0,cocktail downstair,1.0,notaddcocktail realli,2
,,,,cocktail wife,1.0,notaddcablecar notaddcocktail,1.0,cocktail left,2
,,,,cocktail rip,1.0,cocktail notaddtheir,1.0,cocktail addit,2
,,,,notaddcream cocktail,1.0,respons cocktail,1.0,rich cocktail,2
,,,,cocktail shadi,1.0,dj cocktail,1.0,cocktail exact,2
,,,,cocktail coke,1.0,rememb cocktail,1.0,notaddbreakfast notaddcocktail,2
,,,,cocktail overr,1.0,cocktail sazerac,1.0,bad cocktail,2
,,,,cocktail elev,1.0,cocktail elyx,1.0,week cocktail,2
,,,,cocktail cigar,1.0,cocktail show,1.0,cocktail daiquiri,2
,,,,booth cocktail,1.0,due cocktail,1.0,notaddfru notaddcocktail,2
,,,,cocktail slosh,1.0,prohibit cocktail,1.0,cocktail read,2
,,,,un cocktail,1.0,cocktail yogurt,1.0,educ cocktail,2
,,,,cocktail ci,1.0,cocktail pan,1.0,tender cocktail,2
,,,,cocktail parasol,1.0,cocktail benefit,1.0,funki cocktail,2
,,,,cocktail typic,1.0,cover cocktail,1.0,atom cocktail,2
,,,,wango cocktail,1.0,cocktail magic,1.0,gambl cocktail,2
,,,,cocktail fill,1.0,tomato cocktail,1.0,everyon cocktail,2
,,,,cocktail taken,1.0,cocktail spice,1.0,due cocktail,2
,,,,alongsid cocktail,1.0,bugger cocktail,1.0,sinc cocktail,2
,,,,cocktail perhap,1.0,cocktail strict,1.0,cocktail wish,2
,,,,cocktail juxtapos,1.0,cocktail notaddproblem,1.0,chose cocktail,2
,,,,cocktail closer,1.0,cocktail crap,1.0,cocktail soon,2
,,,,cocktail negroni,1.0,cocktail nearbi,1.0,cocktail clam,2
,,,,check cocktail,1.0,tini cocktail,1.0,class cocktail,2
,,,,cocktail las,1.0,parent cocktail,1.0,cocktail pillow,2
,,,,sure cocktail,1.0,snack cocktail,1.0,blossom cocktail,2
,,,,cocktail perfect,1.0,notaddcocktail notaddso,1.0,cocktail mussel,2
,,,,cocktail shooter,1.0,initi cocktail,1.0,lol cocktail,2
,,,,ice cocktail,1.0,yogurt cocktail,1.0,blow cocktail,2
,,,,cocktail trust,1.0,appreci cocktail,1.0,rememb cocktail,2
,,,,notaddwith notaddcocktail,1.0,hand cocktail,1.0,rang cocktail,2
,,,,notaddcocktail soju,1.0,cocktail book,1.0,spoon cocktail,2
,,,,entir cocktail,1.0,cocktail lend,1.0,fizz cocktail,2
,,,,cocktail exclud,1.0,octopus cocktail,1.0,honey cocktail,2
,,,,approach cocktail,1.0,cocktail ton,1.0,cocktail involv,2
,,,,cocktail minut,1.0,crocodil cocktail,1.0,cocktail nine,2
,,,,barrymor cocktail,1.0,syrup cocktail,1.0,cocktail kept,2
,,,,cocktail vermouth,1.0,cocktail admiss,1.0,cocktail du,2
,,,,wind cocktail,1.0,cocktail mai,1.0,notaddwith notaddcocktail,2
,,,,cocktail avg,1.0,cheapest cocktail,1.0,heaven cocktail,2
,,,,loung cocktail,1.0,cocktail mixer,1.0,cocktail mine,2
,,,,fizzi cocktail,1.0,grand cocktail,1.0,flask cocktail,2
,,,,cocktail probabl,1.0,cocktail strand,1.0,cocktail brunch,2
,,,,week cocktail,1.0,team cocktail,1.0,cocktail five,2
,,,,notaddcocktail notaddambi,1.0,spice cocktail,1.0,hand cocktail,2
,,,,lantern cocktail,1.0,cocktail randal,1.0,unicorn cocktail,2
,,,,cocktail continu,1.0,cocktail coffe,1.0,notaddhav notaddcocktail,2
,,,,notaddcocktail restaur,1.0,cîroc cocktail,1.0,explain cocktail,2
,,,,dayb cocktail,1.0,cocktail soyo,1.0,mimosa cocktail,2
,,,,pro cocktail,1.0,hefti cocktail,1.0,cocktail descript,2
,,,,notaddal cocktail,1.0,cocktail dunhil,1.0,lettuc cocktail,2
,,,,cocktail use,1.0,spike cocktail,1.0,banana cocktail,2
,,,,happen cocktail,1.0,notaddcocktail lemon,1.0,cocktail spice,2
,,,,machin cocktail,1.0,sojo cocktail,1.0,bump cocktail,2
,,,,grape cocktail,1.0,cocktail tropic,1.0,cocktail honest,2
,,,,notaddfew notaddcocktail,1.0,util cocktail,1.0,cocktail hook,2
,,,,notaddfor notaddcocktail,1.0,torch cocktail,1.0,karaok cocktail,2
,,,,cocktail cream,1.0,cocktail settl,1.0,cocktail often,2
,,,,old cocktail,1.0,bleu cocktail,1.0,wedg cocktail,2
,,,,cocktail pair,1.0,cocktail haha,1.0,cocktail banana,2
,,,,cocktail save,1.0,cocktail ive,1.0,dinner notaddcocktail,2
,,,,notaddwet cocktail,1.0,cocktail nob,1.0,oscar cocktail,2
,,,,score cocktail,1.0,cocktail remoulad,1.0,cocktail oscar,2
,,,,upstair cocktail,1.0,cocktail ugh,1.0,cocktail final,2
,,,,cocktail wannab,1.0,cocktail popcorn,1.0,bellagio cocktail,2
,,,,rental cocktail,1.0,popcorn cocktail,1.0,cocktail monkey,2
,,,,cocktail pina,1.0,cocktail distinct,1.0,cocktail booz,2
,,,,packag cocktail,1.0,munchi cocktail,1.0,cocktail deal,2
,,,,cocktail fur,1.0,margarita cocktail,1.0,happi cocktail,2
,,,,pub cocktail,1.0,cocktail blind,1.0,cocktail sister,2
,,,,talent cocktail,1.0,cocktail pay,1.0,aria cocktail,2
,,,,cocktail showmanship,1.0,mixolog cocktail,1.0,junip cocktail,2
,,,,mexican cocktail,1.0,cocktail shop,1.0,would cocktail,2
,,,,note cocktail,1.0,cocktail peep,1.0,cocktail dole,2
,,,,brief cocktail,1.0,cocktail cross,1.0,notaddtwo notaddcocktail,2
,,,,cocktail rundown,1.0,cocktail bear,1.0,cocktail specif,2
,,,,notaddcocktail decid,1.0,cocktail paid,1.0,radish cocktail,2
,,,,cool cocktail,1.0,tigr cocktail,1.0,notaddthi notaddcocktail,2
,,,,cocktail bud,1.0,notaddabout notaddcocktail,1.0,notaddcocktail notaddwa,2
,,,,notaddinsan notaddcocktail,1.0,notaddcocktail free,1.0,comfort cocktail,2
,,,,notaddcocktail notaddpric,1.0,cocktail recal,1.0,cocktail lit,2
,,,,godiva cocktail,1.0,chic cocktail,1.0,cocktail expand,2
,,,,cocktail foie,1.0,curat cocktail,1.0,massiv cocktail,2
,,,,cocktail win,1.0,fill cocktail,1.0,cocktail dirti,2
,,,,smoke cocktail,1.0,dealer cocktail,1.0,turn cocktail,2
,,,,fantast cocktail,1.0,cocktail overlook,1.0,cocktail umbrella,2
,,,,inspir cocktail,1.0,cocktail natch,1.0,appar cocktail,2
,,,,impress cocktail,1.0,cocktail empti,1.0,cocktail recal,2
,,,,cocktail slim,1.0,appar cocktail,1.0,said cocktail,2
,,,,notaddcocktail water,1.0,cocktail notaddmad,1.0,polynesian cocktail,2
,,,,cocktail lie,1.0,passabl cocktail,1.0,cocktail orang,2
,,,,substanc cocktail,1.0,cocktail rum,1.0,decor cocktail,2
,,,,cocktail attempt,1.0,cocktail deliv,1.0,doubl cocktail,2
,,,,cocktail nightclub,1.0,cocktail receiv,1.0,call cocktail,2
,,,,delux cocktail,1.0,hord cocktail,1.0,cocktail pineappl,2
,,,,averag cocktail,1.0,cocktail generous,1.0,blackjack cocktail,2
,,,,screw cocktail,1.0,cocktail dig,1.0,unusu cocktail,2
,,,,cocktail flourish,1.0,cocktail escargot,1.0,poolsid cocktail,2
,,,,notaddcocktail notaddinstead,1.0,cocktail intim,1.0,movi cocktail,2
,,,,cocktail fajita,1.0,notaddeith cocktail,1.0,bit cocktail,2
,,,,fajita cocktail,1.0,sight cocktail,1.0,cocktail mom,2
,,,,bear cocktail,1.0,cocktail typic,1.0,royalti cocktail,2
,,,,notaddcocktail fifth,1.0,nifti cocktail,1.0,cocktail devour,2
,,,,cocktail total,1.0,cocktail fan,1.0,lose cocktail,2
,,,,cocktail pasta,1.0,spent cocktail,1.0,parti cocktail,2
,,,,cocktail relat,1.0,cocktail ouch,1.0,cocktail knowledg,2
,,,,sushi cocktail,1.0,massiv cocktail,1.0,stormi cocktail,2
,,,,cocktail type,1.0,brisket cocktail,1.0,rabbit cocktail,2
,,,,cocktail heirloom,1.0,notaddcocktail notaddlist,1.0,cocktail pay,2
,,,,key cocktail,1.0,notaddcur notaddcocktail,1.0,notaddqu notaddcocktail,2
,,,,manag cocktail,1.0,cocktail yike,1.0,irresist cocktail,2
,,,,cocktail pool,1.0,cocktail mid,1.0,cocktail punch,2
,,,,cocktail jasemin,1.0,potent cocktail,1.0,straight cocktail,2
,,,,cocktail cop,1.0,notaddcocktail notaddcaus,1.0,street cocktail,2
,,,,cinnamon cocktail,1.0,cocktail kamakaze,1.0,cocktail pub,2
,,,,cocktail mussel,1.0,collect cocktail,1.0,cocktail slider,2
,,,,notaddsweet notaddcocktail,1.0,cocktail troubl,1.0,notaddthat notaddcocktail,2
,,,,notaddcocktail simpl,1.0,cocktail known,1.0,cocktail junip,2
,,,,notaddstink notaddcocktail,1.0,door cocktail,1.0,bunch cocktail,2
,,,,notaddcocktail mayb,1.0,awhil cocktail,1.0,cocktail consid,2
,,,,notaddcocktail seem,1.0,cocktail electra,1.0,cocktail given,2
,,,,cocktail card,1.0,cocktail port,1.0,cocktail opt,2
,,,,wanna cocktail,1.0,cocktail robin,1.0,cocktail giant,2
,,,,booz cocktail,1.0,tier cocktail,1.0,notaddplac cocktail,2
,,,,cocktail appear,1.0,cocktail particular,1.0,cocktail burger,2
,,,,cocktail monday,1.0,pretenti cocktail,1.0,notaddcocktail notaddveri,2
,,,,cocktail seven,1.0,cocktail hookah,1.0,cocktail sangria,2
,,,,front cocktail,1.0,cocktail griffin,1.0,snooti cocktail,2
,,,,cocktail station,1.0,individu cocktail,1.0,general cocktail,2
