cocktail1,cocktail1freq,cocktail2,cocktail2freq,cocktail3,cocktail3freq,cocktail4,cocktail4freq,cocktail5,cocktail5freq
,,,,,,notaddmonday notaddcocktail,1.0,cocktail readi,1
,,,,,,notaddcocktail notaddcrapshoot,1.0,notaddbig notaddcocktail,1
,,,,,,old cocktail,1.0,cocktail lead,1
,,,,,,cocktail woodford,1.0,cocktail heat,1
,,,,,,cocktail cookbook,1.0,interior cocktail,1
,,,,,,primarili cocktail,1.0,infam cocktail,1
,,,,,,downsid cocktail,1.0,cocktail somehow,1
,,,,,,cup cocktail,1.0,notabl cocktail,1
,,,,,,crispi cocktail,1.0,cocktail william,1
,,,,,,extend cocktail,1.0,cocktail speak,1
,,,,,,host cocktail,1.0,cocktail understand,1
,,,,,,cocktail glad,1.0,lil cocktail,1
,,,,,,domin cocktail,1.0,cocktail notaddfil,1
,,,,,,taco cocktail,1.0,cocktail pan,1
,,,,,,notaddcocktail pitcher,1.0,miller cocktail,1
,,,,,,imagin cocktail,1.0,cocktail dancer,1
,,,,,,cocktail tini,1.0,deserv cocktail,1
,,,,,,cocktail earli,1.0,cocktail chew,1
,,,,,,specif cocktail,1.0,notaddon notaddcocktail,1
,,,,,,cocktail render,1.0,notaddcocktail notaddoff,1
,,,,,,notaddseri notaddcocktail,1.0,cocktail home,1
,,,,,,notaddcocktail notaddjoint,1.0,guzzl cocktail,1
,,,,,,version cocktail,1.0,cocktail dark,1
,,,,,,cocktail fist,1.0,gracious cocktail,1
,,,,,,cocktail restur,1.0,cocktail premium,1
,,,,,,cocktail consum,1.0,notaddstrip cocktail,1
,,,,,,cocktail twist,1.0,cocktail band,1
,,,,,,resort cocktail,1.0,cocktail atyp,1
,,,,,,notaddloung notaddcocktail,1.0,vermina cocktail,1
,,,,,,notaddcocktail notaddvenu,1.0,whew cocktail,1
,,,,,,event cocktail,1.0,booz cocktail,1
,,,,,,cocktail return,1.0,butterfli cocktail,1
,,,,,,cocktail pois,1.0,¯ cocktail,1
,,,,,,cocktail happier,1.0,reason cocktail,1
,,,,,,compar cocktail,1.0,cocktail vino,1
,,,,,,cocktail eiffel,1.0,upgrad cocktail,1
,,,,,,notaddfood cocktail,1.0,cocktail chat,1
,,,,,,besid cocktail,1.0,cocktail money,1
,,,,,,cocktail overwhelm,1.0,turmer cocktail,1
,,,,,,notaddcocktail bar,1.0,consist cocktail,1
,,,,,,server cocktail,1.0,cocktail southsid,1
,,,,,,desert cocktail,1.0,pace cocktail,1
,,,,,,cocktail alright,1.0,notaddcocktail actual,1
,,,,,,cocktail woah,1.0,cocktail amongst,1
,,,,,,soft cocktail,1.0,cocktail photo,1
,,,,,,parti notaddcocktail,1.0,hole cocktail,1
,,,,,,notaddcocktail enter,1.0,notaddtradit notaddcocktail,1
,,,,,,cocktail clientel,1.0,cocktail valet,1
,,,,,,cocktail bottomless,1.0,downfal cocktail,1
,,,,,,cocktail bought,1.0,gratuiti cocktail,1
,,,,,,cocktail fave,1.0,cocktail buzzin,1
,,,,,,mustard cocktail,1.0,cook cocktail,1
,,,,,,cocktail norm,1.0,lemoni cocktail,1
,,,,,,blt cocktail,1.0,cocktail flip,1
,,,,,,cocktail pear,1.0,notaddfroth notaddcocktail,1
,,,,,,toast cocktail,1.0,cocktail speedi,1
,,,,,,cocktail hello,1.0,memori cocktail,1
,,,,,,cocktail bummer,1.0,guest cocktail,1
,,,,,,bull cocktail,1.0,construct cocktail,1
,,,,,,cocktail afford,1.0,men cocktail,1
,,,,,,cocktail pork,1.0,cocktail drank,1
,,,,,,celebratori cocktail,1.0,cocktail cube,1
,,,,,,cocktail inde,1.0,cocktail accord,1
,,,,,,import cocktail,1.0,compon cocktail,1
,,,,,,cocktail vari,1.0,cocktail notaddgo,1
,,,,,,cocktail model,1.0,cocktail pyrat,1
,,,,,,obvious cocktail,1.0,cocktail spare,1
,,,,,,level cocktail,1.0,cocktail prevail,1
,,,,,,cocktail jumbo,1.0,bleu cocktail,1
,,,,,,tangi cocktail,1.0,cocktail complex,1
,,,,,,cocktail platinum,1.0,notaddsmok cocktail,1
,,,,,,cocktail wast,1.0,could cocktail,1
,,,,,,roug cocktail,1.0,sunsplash cocktail,1
,,,,,,cocktail pomegran,1.0,cocktail grey,1
,,,,,,notaddcocktail notaddcal,1.0,cocktail prompt,1
,,,,,,constant cocktail,1.0,cocktail arrang,1
,,,,,,cocktail caught,1.0,close cocktail,1
,,,,,,cocktail fortun,1.0,cocktail rat,1
,,,,,,notaddthought cocktail,1.0,cocktail th,1
,,,,,,prawn cocktail,1.0,insight cocktail,1
,,,,,,cocktail mari,1.0,cocktail anyon,1
,,,,,,cocktail simpl,1.0,everyday cocktail,1
,,,,,,mouss cocktail,1.0,compliment cocktail,1
,,,,,,notaddw cocktail,1.0,kill cocktail,1
,,,,,,affair cocktail,1.0,somewher cocktail,1
,,,,,,cocktail materi,1.0,cocktail reallli,1
,,,,,,ml cocktail,1.0,cocktail moon,1
,,,,,,obscur cocktail,1.0,rise cocktail,1
,,,,,,cocktail laugh,1.0,indescrib cocktail,1
,,,,,,cocktail sophist,1.0,cocktail demonstr,1
,,,,,,lolita cocktail,1.0,myvega cocktail,1
,,,,,,cocktail lucki,1.0,cocktail reward,1
,,,,,,swear cocktail,1.0,immacul cocktail,1
,,,,,,citrus cocktail,1.0,steam cocktail,1
,,,,,,cocktail rock,1.0,eaten cocktail,1
,,,,,,notaddcasino cocktail,1.0,arizona cocktail,1
,,,,,,shake cocktail,1.0,cocktail week,1
,,,,,,board cocktail,1.0,cocktail reisl,1
,,,,,,hag cocktail,1.0,notaddcocktail notaddrang,1
,,,,,,notaddmean notaddcocktail,1.0,scratch cocktail,1
,,,,,,notaddcocktail notaddtrend,1.0,frequent cocktail,1
,,,,,,yeah cocktail,1.0,cocktail desert,1
,,,,,,cocktail idea,1.0,notaddhim cocktail,1
,,,,,,instafood cocktail,1.0,line cocktail,1
,,,,,,juici cocktail,1.0,cocktail dissert,1
,,,,,,fax cocktail,1.0,guava cocktail,1
,,,,,,cocktail buffet,1.0,cocktail jack,1
,,,,,,music notaddcocktail,1.0,cocktail search,1
,,,,,,cocktail javier,1.0,cocktail purveyor,1
,,,,,,notaddcocktail notaddcould,1.0,cocktail howard,1
,,,,,,cocktail mess,1.0,notaddtast notaddcocktail,1
,,,,,,lethal cocktail,1.0,notaddcocktail two,1
,,,,,,cocktail measur,1.0,cocktail sazarac,1
,,,,,,notaddth cocktail,1.0,notaddamaz notaddcocktail,1
,,,,,,buffet cocktail,1.0,word cocktail,1
,,,,,,spoken cocktail,1.0,christina cocktail,1
,,,,,,woodford cocktail,1.0,exact cocktail,1
,,,,,,quintessenti cocktail,1.0,cocktail mouthwat,1
,,,,,,food notaddcocktail,1.0,cocktail truffl,1
,,,,,,cocktail desert,1.0,bitter cocktail,1
,,,,,,skull cocktail,1.0,cocktail fine,1
,,,,,,cosmo cocktail,1.0,crappi cocktail,1
,,,,,,part cocktail,1.0,cocktail encourag,1
,,,,,,rather cocktail,1.0,caught cocktail,1
,,,,,,tag cocktail,1.0,eddi cocktail,1
,,,,,,wildsid cocktail,1.0,across cocktail,1
,,,,,,cocktail mention,1.0,parasol cocktail,1
,,,,,,declar cocktail,1.0,boot cocktail,1
,,,,,,cocktail mahi,1.0,cocktail vieux,1
,,,,,,perman cocktail,1.0,cocktail notaddrefil,1
,,,,,,cocktail tap,1.0,cocktail categori,1
,,,,,,alongsid cocktail,1.0,emot cocktail,1
,,,,,,diet cocktail,1.0,cocktail mac,1
,,,,,,stingi cocktail,1.0,cocktail bias,1
,,,,,,cocktail noteworthi,1.0,trademark cocktail,1
,,,,,,cocktail mule,1.0,breadbasket cocktail,1
,,,,,,cocktail shoot,1.0,carr cocktail,1
,,,,,,ton cocktail,1.0,cocktail remiss,1
,,,,,,cocktail coupon,1.0,notaddbett cocktail,1
,,,,,,cocktail speakeasi,1.0,realm cocktail,1
,,,,,,cocktail tray,1.0,joint cocktail,1
,,,,,,notaddyou cocktail,1.0,wear cocktail,1
,,,,,,cocktail fit,1.0,impromptu cocktail,1
,,,,,,summertim cocktail,1.0,notaddperiod notaddcocktail,1
,,,,,,cocktail kid,1.0,cocktail whether,1
,,,,,,cocktail cliqu,1.0,cocktail kentucki,1
,,,,,,cocktail haunt,1.0,decis cocktail,1
,,,,,,cocktail perus,1.0,cocktail yah,1
,,,,,,heavi cocktail,1.0,cocktail fruiti,1
,,,,,,third cocktail,1.0,cocktail drop,1
,,,,,,notaddcocktail experi,1.0,citi cocktail,1
,,,,,,cocktail dark,1.0,cocktail hmm,1
,,,,,,cocktail sun,1.0,accent cocktail,1
,,,,,,chill cocktail,1.0,cocktail anahata,1
,,,,,,smiley cocktail,1.0,notaddcocktail notaddsoon,1
,,,,,,cocktail men,1.0,notaddcocktail make,1
,,,,,,cocktail tequila,1.0,fan cocktail,1
,,,,,,notaddcocktail howev,1.0,jumbo cocktail,1
,,,,,,exot cocktail,1.0,notaddloc cocktail,1
,,,,,,cocktail brown,1.0,notaddvega notaddcocktail,1
,,,,,,sashimi cocktail,1.0,hef cocktail,1
,,,,,,cocktail interior,1.0,cocktail rotat,1
,,,,,,cocktail palazzo,1.0,literatur cocktail,1
,,,,,,cocktail notaddful,1.0,cocktail notaddbett,1
,,,,,,flesh cocktail,1.0,foodi cocktail,1
,,,,,,notaddcocktail notaddthey,1.0,break cocktail,1
,,,,,,notaddfri cocktail,1.0,cocktail steam,1
,,,,,,healthiest cocktail,1.0,dainti cocktail,1
,,,,,,unabash cocktail,1.0,made notaddcocktail,1
,,,,,,cocktail snob,1.0,notaddcocktail notaddanywher,1
,,,,,,standout cocktail,1.0,cocktail oxtail,1
,,,,,,cocktail jd,1.0,cocktail soft,1
,,,,,,iirc cocktail,1.0,martinez cocktail,1
,,,,,,sunday cocktail,1.0,cocktail exud,1
,,,,,,notaddoverpr notaddcocktail,1.0,lazor cocktail,1
,,,,,,cocktail spill,1.0,hemmingway cocktail,1
,,,,,,cocktail crystal,1.0,cocktail velveteen,1
,,,,,,cocktail bitter,1.0,cocktail delightl,1
,,,,,,aphrodisiac cocktail,1.0,cocktail tiramusu,1
,,,,,,notaddcocktail notaddwil,1.0,cocktail sword,1
,,,,,,liber cocktail,1.0,primm cocktail,1
,,,,,,sparkl cocktail,1.0,cocktail plan,1
,,,,,,maitr cocktail,1.0,onto cocktail,1
,,,,,,mescal cocktail,1.0,kim cocktail,1
,,,,,,stone cocktail,1.0,notaddry notaddcocktail,1
,,,,,,lead cocktail,1.0,daiquiri cocktail,1
,,,,,,notaddal cocktail,1.0,boomerang cocktail,1
,,,,,,cocktail par,1.0,cocktail messag,1
,,,,,,bf cocktail,1.0,asparagus cocktail,1
,,,,,,cocktail gaze,1.0,cocktail privat,1
,,,,,,opinion cocktail,1.0,ring cocktail,1
,,,,,,notaddcocktail notaddprepar,1.0,cocktail bake,1
,,,,,,catchi cocktail,1.0,killa cocktail,1
,,,,,,cocktail bomb,1.0,cocktail flight,1
,,,,,,hard cocktail,1.0,cocktail aplenti,1
,,,,,,cocktail buck,1.0,cocktail undoubt,1
,,,,,,cocktail sinatra,1.0,sleek cocktail,1
,,,,,,cocktail karaok,1.0,cocktail goopi,1
,,,,,,cocktail ateli,1.0,notaddcocktail notaddcash,1
,,,,,,robust cocktail,1.0,notaddwel notaddcocktail,1
,,,,,,flask cocktail,1.0,slow cocktail,1
,,,,,,notaddpretti notaddcocktail,1.0,cocktail zing,1
,,,,,,notaddcocktail look,1.0,sat cocktail,1
,,,,,,scallop cocktail,1.0,cocktail happen,1
,,,,,,beat cocktail,1.0,notaddcocktail tri,1
,,,,,,blue cocktail,1.0,cocktail occas,1
,,,,,,reminisc cocktail,1.0,annual cocktail,1
,,,,,,cocktail hr,1.0,cocktail competit,1
,,,,,,cocktail calori,1.0,cocktail pretzel,1
,,,,,,notaddcocktail summer,1.0,cocktail thrill,1
,,,,,,cocktail public,1.0,cocktail cynar,1
,,,,,,dilut cocktail,1.0,kambei cocktail,1
,,,,,,cocktail tuscan,1.0,vers cocktail,1
,,,,,,nurs cocktail,1.0,notaddcocktail believ,1
,,,,,,cocktail tiki,1.0,cocktail hurrican,1
,,,,,,notaddpric cocktail,1.0,hurrican cocktail,1
,,,,,,listen cocktail,1.0,cocktail mister,1
,,,,,,cocktail notaddattent,1.0,cocktail con,1
,,,,,,overdress cocktail,1.0,cocktail fav,1
,,,,,,,,cocktail behind,1
,,,,,,,,cocktail proper,1
,,,,,,,,hype cocktail,1
,,,,,,,,cocktail year,1
,,,,,,,,cocktail complementari,1
,,,,,,,,louie cocktail,1
,,,,,,,,pepper cocktail,1
,,,,,,,,notaddcocktail brown,1
,,,,,,,,quick cocktailetress,1
,,,,,,,,cocktailetress pretti,1
,,,,,,,,cocktail ish,1
,,,,,,,,cocktail notadddid,1
,,,,,,,,notaddclub notaddcocktail,1
,,,,,,,,cocktail hat,1
,,,,,,,,namesak cocktail,1
,,,,,,,,cocktail freak,1
,,,,,,,,cocktail highlight,1
,,,,,,,,alreadi cocktail,1
,,,,,,,,delic cocktail,1
,,,,,,,,cocktail organ,1
,,,,,,,,cocktail sight,1
,,,,,,,,cocktail weird,1
,,,,,,,,cocktail strang,1
,,,,,,,,cocktail reviv,1
,,,,,,,,ashtray cocktail,1
,,,,,,,,goe cocktail,1
,,,,,,,,cocktail across,1
,,,,,,,,cocktail fact,1
,,,,,,,,impecc cocktail,1
,,,,,,,,robust cocktail,1
,,,,,,,,craft notaddcocktail,1
,,,,,,,,cocktail bonus,1
,,,,,,,,waiter cocktail,1
,,,,,,,,cocktail specialist,1
,,,,,,,,cut cocktail,1
,,,,,,,,categor cocktail,1
,,,,,,,,crack cocktail,1
,,,,,,,,notaddfoam notaddcocktail,1
,,,,,,,,attend cocktail,1
,,,,,,,,homemad cocktail,1
,,,,,,,,cocktail potion,1
,,,,,,,,notaddmor notaddcocktail,1
,,,,,,,,diablo cocktail,1
,,,,,,,,kick cocktail,1
,,,,,,,,notaddbatt cocktail,1
,,,,,,,,notaddcocktail notaddnoth,1
,,,,,,,,cocktail earth,1
,,,,,,,,realiz cocktail,1
,,,,,,,,cocktail culinari,1
,,,,,,,,rhe cocktail,1
,,,,,,,,cocktail alreadi,1
,,,,,,,,gigant cocktail,1
,,,,,,,,tartar cocktail,1
,,,,,,,,replac cocktail,1
,,,,,,,,cocktail ea,1
,,,,,,,,cocktail champang,1
,,,,,,,,cocktail daughter,1
,,,,,,,,cocktail variet,1
,,,,,,,,weight cocktail,1
,,,,,,,,cocktail soooo,1
,,,,,,,,video cocktail,1
,,,,,,,,follow cocktail,1
,,,,,,,,lili cocktail,1
,,,,,,,,yet cocktail,1
,,,,,,,,notaddold notaddcocktail,1
,,,,,,,,notaddcocktail seem,1
,,,,,,,,cocktail previous,1
,,,,,,,,tot cocktail,1
,,,,,,,,rest cocktail,1
,,,,,,,,notaddcocktail notaddusu,1
,,,,,,,,certain cocktail,1
,,,,,,,,cocktail period,1
,,,,,,,,avocado cocktail,1
,,,,,,,,daylight cocktail,1
,,,,,,,,cocktail goddess,1
,,,,,,,,ribey cocktail,1
,,,,,,,,cocktail decad,1
,,,,,,,,cocktail textbook,1
,,,,,,,,notaddpretenti notaddcocktail,1
,,,,,,,,notaddcocktail notadddouch,1
,,,,,,,,found cocktail,1
,,,,,,,,known cocktail,1
,,,,,,,,cocktail geek,1
,,,,,,,,cocktail exist,1
,,,,,,,,cocktail fanci,1
,,,,,,,,cocktail minus,1
,,,,,,,,snoot cocktail,1
,,,,,,,,cocktail doubl,1
,,,,,,,,cocktail histor,1
,,,,,,,,cocktail mapl,1
,,,,,,,,candi cocktail,1
,,,,,,,,cocktail dissolv,1
,,,,,,,,cocktail similar,1
,,,,,,,,cocktail psst,1
,,,,,,,,cocktail bread,1
,,,,,,,,alexxa cocktail,1
,,,,,,,,tao cocktail,1
,,,,,,,,cocktail brief,1
,,,,,,,,wise cocktail,1
,,,,,,,,cocktail gimlet,1
,,,,,,,,mignon cocktail,1
,,,,,,,,cocktail crème,1
,,,,,,,,seper cocktail,1
,,,,,,,,tini notaddcocktail,1
,,,,,,,,notaddcocktail obvious,1
,,,,,,,,cocktail flirti,1
,,,,,,,,poor cocktail,1
,,,,,,,,cocktail park,1
,,,,,,,,cocktail marvel,1
,,,,,,,,undecid cocktail,1
,,,,,,,,admir cocktail,1
,,,,,,,,tire cocktail,1
,,,,,,,,cocktail ball,1
,,,,,,,,fold cocktail,1
,,,,,,,,reve cocktail,1
,,,,,,,,cocktail nicest,1
,,,,,,,,hooker cocktail,1
,,,,,,,,cocktail pimm,1
,,,,,,,,cocktail shoot,1
,,,,,,,,cocktail afternoon,1
,,,,,,,,cocktail empti,1
,,,,,,,,cocktail garnish,1
,,,,,,,,cocktail jiffi,1
,,,,,,,,jiffi cocktail,1
,,,,,,,,cocktail yea,1
,,,,,,,,cocktail sad,1
,,,,,,,,civil cocktail,1
,,,,,,,,search cocktail,1
,,,,,,,,delect cocktail,1
,,,,,,,,experienc notaddcocktail,1
,,,,,,,,cocktail unsurpass,1
,,,,,,,,accid cocktail,1
,,,,,,,,cocktail minut,1
,,,,,,,,cocktail joy,1
,,,,,,,,timelin cocktail,1
,,,,,,,,fight cocktail,1
,,,,,,,,versa cocktail,1
,,,,,,,,cocktail blast,1
,,,,,,,,charmer cocktail,1
,,,,,,,,cocktail admit,1
,,,,,,,,cocktail steal,1
,,,,,,,,orchard cocktail,1
,,,,,,,,cocktail yeah,1
,,,,,,,,cocktail notaddpour,1
,,,,,,,,spent cocktail,1
,,,,,,,,cocktail honor,1
,,,,,,,,cocktail ward,1
,,,,,,,,afterwork cocktail,1
,,,,,,,,notaddhour notaddcocktail,1
,,,,,,,,notaddpimm notaddcocktail,1
,,,,,,,,notaddcocktail next,1
,,,,,,,,friendliest cocktail,1
,,,,,,,,kumai cocktail,1
,,,,,,,,notaddextens notaddcocktail,1
,,,,,,,,notaddbread cocktail,1
,,,,,,,,towel cocktail,1
,,,,,,,,potion cocktail,1
,,,,,,,,cocktail afraid,1
,,,,,,,,cocktail kahlua,1
,,,,,,,,drawn cocktail,1
,,,,,,,,notaddcocktail known,1
,,,,,,,,cocktail hard,1
,,,,,,,,cocktail constant,1
,,,,,,,,notaddseason notaddcocktail,1
,,,,,,,,hearti cocktail,1
,,,,,,,,cocktail explos,1
,,,,,,,,cocktail float,1
,,,,,,,,cocktail menag,1
,,,,,,,,seen cocktail,1
,,,,,,,,chicago cocktail,1
,,,,,,,,danc cocktail,1
,,,,,,,,wardolf cocktail,1
,,,,,,,,notaddthird notaddcocktail,1
,,,,,,,,notaddcocktail get,1
,,,,,,,,cocktail teh,1
,,,,,,,,audit cocktail,1
,,,,,,,,cocktail ps,1
,,,,,,,,typic cocktail,1
,,,,,,,,warm cocktail,1
,,,,,,,,cocktail canstress,1
,,,,,,,,notaddschool notaddcocktail,1
,,,,,,,,cocktail cosmo,1
,,,,,,,,cocktail card,1
,,,,,,,,steakhous cocktail,1
,,,,,,,,vibe cocktail,1
,,,,,,,,cocktail brilliant,1
,,,,,,,,cocktail gaze,1
,,,,,,,,smoothi cocktail,1
,,,,,,,,cocktail deriv,1
,,,,,,,,notaddcocktail notaddit,1
,,,,,,,,cocktail resembl,1
,,,,,,,,cocktail mmmm,1
,,,,,,,,intens cocktail,1
,,,,,,,,cocktail notaddfan,1
,,,,,,,,cocktail diablo,1
,,,,,,,,cocktail produc,1
,,,,,,,,squar cocktail,1
,,,,,,,,notaddcocktail gambl,1
,,,,,,,,cocktail citrusi,1
,,,,,,,,cocktail notaddthat,1
,,,,,,,,notaddhous cocktail,1
,,,,,,,,cocktail notaddloung,1
,,,,,,,,notaddsignatur notaddcocktail,1
,,,,,,,,notaddaverag notaddcocktail,1
,,,,,,,,profici cocktail,1
,,,,,,,,spoil cocktail,1
,,,,,,,,cocktail unpretenti,1
,,,,,,,,secur cocktail,1
,,,,,,,,cocktail shadi,1
,,,,,,,,talent cocktail,1
,,,,,,,,cocktail shall,1
,,,,,,,,non cocktail,1
,,,,,,,,cocktail drinker,1
,,,,,,,,cocktail jay,1
,,,,,,,,scare cocktail,1
,,,,,,,,cocktail adam,1
,,,,,,,,cocktail continu,1
,,,,,,,,arcad cocktail,1
,,,,,,,,lack cocktail,1
,,,,,,,,without cocktail,1
,,,,,,,,cocktail establish,1
,,,,,,,,pull cocktail,1
,,,,,,,,cocktail archiv,1
,,,,,,,,cocktail adventur,1
,,,,,,,,cocktail yep,1
,,,,,,,,stationari cocktail,1
,,,,,,,,notaddfish cocktail,1
,,,,,,,,cig cocktail,1
,,,,,,,,cocktail admir,1
,,,,,,,,notaddcocktail made,1
,,,,,,,,cocktail superl,1
,,,,,,,,cocktail cecelia,1
,,,,,,,,cecelia cocktail,1
,,,,,,,,notaddto cocktail,1
,,,,,,,,indulg cocktail,1
,,,,,,,,cocktail wade,1
,,,,,,,,cocktail agua,1
,,,,,,,,cocktail depend,1
,,,,,,,,notaddcocktail strong,1
,,,,,,,,notaddbar cocktail,1
,,,,,,,,cocktail smart,1
,,,,,,,,privat cocktail,1
,,,,,,,,cocktail vietnames,1
,,,,,,,,cocktail thislifeaintforeverybodi,1
,,,,,,,,cocktail relat,1
,,,,,,,,cocktail sky,1
,,,,,,,,awsom cocktail,1
,,,,,,,,cocktail mike,1
,,,,,,,,triangl cocktail,1
,,,,,,,,cocktail breadbasket,1
,,,,,,,,notaddsolid notaddcocktail,1
,,,,,,,,notaddcocktail implor,1
,,,,,,,,cocktail crave,1
,,,,,,,,cocktail florida,1
,,,,,,,,seren cocktail,1
,,,,,,,,cocktail ménage,1
,,,,,,,,troi cocktail,1
,,,,,,,,rehab cocktail,1
,,,,,,,,dislik cocktail,1
,,,,,,,,notadddamn notaddcocktail,1
,,,,,,,,notaddcocktail notaddartist,1
,,,,,,,,notadddisappoint cocktail,1
,,,,,,,,boss cocktail,1
,,,,,,,,caribbean cocktail,1
,,,,,,,,notaddcocktail combin,1
,,,,,,,,cocktail hor,1
,,,,,,,,floor cocktail,1
,,,,,,,,cocktail notaddbefor,1
,,,,,,,,soda cocktail,1
,,,,,,,,cocktail shill,1
,,,,,,,,meringu cocktail,1
,,,,,,,,ago cocktail,1
,,,,,,,,cocktail third,1
,,,,,,,,notaddsmash notaddcocktail,1
,,,,,,,,tango cocktail,1
,,,,,,,,floofi cocktail,1
,,,,,,,,ivi cocktail,1
,,,,,,,,visit cocktail,1
,,,,,,,,cocktail dime,1
,,,,,,,,notaddal cocktail,1
,,,,,,,,notaddcocktail fantast,1
,,,,,,,,cocktail glamor,1
,,,,,,,,photo cocktail,1
,,,,,,,,cocktail dad,1
,,,,,,,,calib cocktail,1
,,,,,,,,cocktail ambrosia,1
,,,,,,,,ambrosia cocktail,1
,,,,,,,,otherworld cocktail,1
,,,,,,,,gotten cocktail,1
,,,,,,,,standout cocktail,1
,,,,,,,,sleev cocktail,1
,,,,,,,,buddha cocktail,1
,,,,,,,,unforgett cocktail,1
,,,,,,,,whether cocktail,1
,,,,,,,,cocktail shape,1
,,,,,,,,cocktail manag,1
,,,,,,,,hercul cocktail,1
,,,,,,,,market cocktail,1
,,,,,,,,cocktail chile,1
,,,,,,,,bride cocktail,1
,,,,,,,,cocktail ran,1
,,,,,,,,today cocktail,1
,,,,,,,,cocktail display,1
,,,,,,,,cocktail capres,1
,,,,,,,,notaddatmospher cocktail,1
,,,,,,,,bourguignon cocktail,1
,,,,,,,,mixolog cocktail,1
,,,,,,,,cocktail laid,1
,,,,,,,,matcha cocktail,1
,,,,,,,,notaddtourist cocktail,1
,,,,,,,,numer cocktail,1
,,,,,,,,cocktail torch,1
,,,,,,,,harvest cocktail,1
,,,,,,,,cocktail experienc,1
,,,,,,,,cocktail notadda,1
,,,,,,,,cocktail canadian,1
,,,,,,,,sheik cocktail,1
,,,,,,,,notaddcocktail version,1
,,,,,,,,guarante cocktail,1
,,,,,,,,notaddyou notaddcocktail,1
,,,,,,,,notaddsuch notaddcocktail,1
,,,,,,,,notaddcocktail say,1
,,,,,,,,cocktail notaddthrown,1
,,,,,,,,enough cocktail,1
,,,,,,,,negrita cocktail,1
,,,,,,,,bubbl cocktail,1
,,,,,,,,cocktail farmer,1
,,,,,,,,shop cocktail,1
,,,,,,,,cocktail believ,1
,,,,,,,,cocktail accept,1
,,,,,,,,cocktail met,1
,,,,,,,,cocktail hendi,1
,,,,,,,,cocktail learn,1
,,,,,,,,endless cocktail,1
,,,,,,,,moment cocktail,1
,,,,,,,,cocktail conjur,1
,,,,,,,,cocktail scratch,1
,,,,,,,,cab cocktail,1
,,,,,,,,enorm cocktail,1
,,,,,,,,cocktail cozi,1
,,,,,,,,notaddcocktail sign,1
,,,,,,,,octopus cocktail,1
,,,,,,,,cocktail spaghetti,1
,,,,,,,,alot cocktail,1
,,,,,,,,cocktail revolut,1
,,,,,,,,concoct cocktail,1
,,,,,,,,cocktail plump,1
,,,,,,,,cosmo cocktail,1
,,,,,,,,inexpens cocktail,1
,,,,,,,,cocktail drake,1
,,,,,,,,cocktail yumm,1
,,,,,,,,specialcialti cocktail,1
,,,,,,,,chunnel cocktail,1
,,,,,,,,cocktail fab,1
,,,,,,,,cocktail realiti,1
,,,,,,,,cocktail thin,1
,,,,,,,,larg cocktail,1
,,,,,,,,cocktail pho,1
,,,,,,,,cocktail wizard,1
,,,,,,,,cocktail assist,1
,,,,,,,,notaddwhich notaddcocktail,1
,,,,,,,,cocktail roast,1
,,,,,,,,cocktail delishhhhh,1
,,,,,,,,michelada cocktail,1
,,,,,,,,notaddcheapest notaddcocktail,1
,,,,,,,,cheapest cocktail,1
,,,,,,,,cocktail ideal,1
,,,,,,,,ideal cocktail,1
,,,,,,,,hill cocktail,1
,,,,,,,,notaddtreat cocktail,1
,,,,,,,,cocktail beneath,1
,,,,,,,,insan cocktail,1
,,,,,,,,cocktail drew,1
,,,,,,,,cocktail front,1
,,,,,,,,stiiff cocktail,1
,,,,,,,,cocktail justin,1
,,,,,,,,unexpect cocktail,1
,,,,,,,,pretenti cocktail,1
,,,,,,,,rochell cocktail,1
,,,,,,,,cocktail gulf,1
,,,,,,,,booo cocktail,1
,,,,,,,,wore cocktail,1
,,,,,,,,fremont cocktail,1
,,,,,,,,hell cocktail,1
,,,,,,,,cocktail satisfact,1
,,,,,,,,cocktail el,1
,,,,,,,,filet cocktail,1
,,,,,,,,cocktail cosmos,1
,,,,,,,,roug cocktail,1
,,,,,,,,cocktail russel,1
,,,,,,,,chart cocktail,1
,,,,,,,,pablo cocktail,1
,,,,,,,,notaddmak notaddcocktail,1
,,,,,,,,notaddcocktail demonstr,1
,,,,,,,,cocktail chocolatey,1
,,,,,,,,stay cocktail,1
,,,,,,,,cocktail line,1
,,,,,,,,cocktail grand,1
,,,,,,,,voodoo cocktail,1
,,,,,,,,notaddfresh cocktail,1
,,,,,,,,mini cocktail,1
,,,,,,,,last cocktail,1
,,,,,,,,daili cocktail,1
,,,,,,,,cocktail fizz,1
,,,,,,,,cocktail variant,1
,,,,,,,,tequila notaddcocktail,1
,,,,,,,,notaddcocktail straight,1
,,,,,,,,cocktail cater,1
,,,,,,,,barrel cocktail,1
,,,,,,,,cocktail caramel,1
,,,,,,,,cocktail held,1
,,,,,,,,cocktail inquir,1
,,,,,,,,cocktail gonna,1
,,,,,,,,complain cocktail,1
,,,,,,,,cocktail chasiti,1
,,,,,,,,oppos cocktail,1
,,,,,,,,joy cocktail,1
,,,,,,,,chocolatey cocktail,1
,,,,,,,,cocktail abl,1
,,,,,,,,cocktail lobbi,1
,,,,,,,,mmmmm cocktail,1
,,,,,,,,cocktail steriod,1
,,,,,,,,attach cocktail,1
,,,,,,,,notaddcocktail notaddnow,1
